Tiempo,,Velocidad,,R,,T,
4,36835820902931,45,7716768762804,24231,69,10476,71
4,3693656717159,46,886073610646,25153,93,10667,75
4,37037313440248,46,4047602147539,24315,53,10731,43
4,37138059708907,46,7201072985103,24064,1,10954,31
4,37238805977565,47,346205452125,24064,1,10763,27
4,37339552246224,47,3482719619539,24231,69,10635,91
4,37440298514882,47,6610336325343,24986,25,10667,75
4,3754104478354,47,9728777199441,25153,93,10699,59
4,37641791052199,48,2837764688425,25153,93,10731,43
4,37742537320857,48,5937022080272,24986,25,10667,75
4,37843283589516,48,9026273528977,25070,9,10731,43
4,37944029858174,49,2105244079105,25153,93,10795,11
4,38044776126833,49,5173659690258,25321,61,10763,27
4,38145522395491,49,823124726147,24986,25,10540,39
4,38246268664149,50,1277734655513,24986,25,10476,71
4,38347014932808,50,4312850723118,24902,41,10540,39
4,38447761201466,50,7336325327108,24902,41,10444,87
4,38548507470125,51,347889366443,24986,25,10253,83
4,38649253738783,51,3347274800168,25070,9,10699,59
4,38750000007442,51,6334214671272,25070,9,10349,35
4,388507462761,51,930844313045,24315,53,10444,87
4,38951492544758,52,2269695459757,26243,85,10317,51
4,39052238813417,52,5217708096179,26579,21,10317,51
4,39152985082075,52,8152218655085,25908,49,10476,71
4,39253731350734,53,1072965953582,26160,1,10285,67
4,39354477619392,53,3979690033758,26160,1,10221,99
4,3945522388805,53,6872132185826,26411,53,10094,63
4,39555970156709,53,9750034971145,26830,73,10094,63
4,39656716425367,54,2613142245133,26495,37,10158,31
4,39757462694026,54,5461199180068,26830,73,10062,79
4,39858208962684,54,8293952287766,26076,17,9967,27
4,39958955231343,55,1111149442144,26327,69,9999,11
4,40059701500001,55,3912539901659,26243,85,10253,83
4,4016044776866,55,6697874331626,26243,85,10030,95
4,40261194037318,55,9466904826409,25656,97,9839,91
4,40361940305976,56,2219384931486,26243,85,9903,59
4,40462686574635,56,4955069665384,26914,57,9776,23
4,40563432843293,56,7673715541484,26579,21,9712,55
4,40664179111952,57,375080589691,26243,85,9712,55
4,4076492538061,57,3058924377973,26495,37,9871,75
4,40865671649268,57,5725008033756,26243,85,9839,91
4,40966417917927,57,837309426519,26495,37,9585,19
4,41067164186585,58,1002947382263,26914,57,9585,19
4,41167910455244,58,3614333317784,26663,5,9712,55
4,41268656723902,58,620701964821,26579,21,9744,39
4,41369402992561,58,878077561434,26746,89,9585,19
4,41470149261219,59,1335372141847,26495,37,9585,19
4,41570895529877,59,3870581861667,26746,89,9839,91
4,41671641798536,59,6386179130242,26830,73,9585,19
4,41772388067194,59,8881940049595,26746,89,9617,3
4,41873134335853,60,1357642487263,27333,77,9425,99
4,41973880604511,60,3813066096066,26746,89,9489,67
4,4207462687317,60,6247992333719,26663,5,9425,99
4,42175373141828,60,8662204482282,26914,57,9457,83
4,42276119410486,61,1055487667452,26998,41,9330,47
4,42376865679145,61,3427628877683,27166,9,9521,51
4,42477611947803,61,5778416983149,26998,41,9394,15
4,42578358216462,61,8107642754533,27501,45,9203,11
4,4267910448512,62,415098881649,26914,57,9425,99
4,42779850753779,62,2700579991897,26663,5,9203,11
4,42880597022437,62,4963882668537,26411,53,9171,27
4,42981343291095,62,7204805468795,26746,89,9394,15
4,43082089559754,62,9423148941797,26495,37,9012,7
4,43182835828412,63,1618715646315,26327,69,9362,31
4,43283582097071,63,3791310168342,26998,41,9362,31
4,43384328365729,63,5940739138486,27585,29,9203,11
4,43485074634387,63,8066811249179,27249,93,9234,95
4,43585820903046,64,169337271704,27166,9,9362,31
4,43686567171704,64,224813007304,27082,25,9489,67
4,43787313440363,64,4303004632512,27166,9,9425,99
4,43888059709021,64,6333778058265,26830,73,9298,63
4,4398880597768,64,8340269603537,26579,21,9266,79
4,44089552246338,65,322300682748,27669,13,9139,43
4,44190298514997,65,2279694887398,26914,57,9012,7
4,44291044783655,65,421227800176,26746,89,9139,43
4,44391791052313,65,6119878018396,26830,73,9330,47
4,44492537320972,65,8002325153457,26076,17,9394,15
4,4459328358963,65,9859451861801,26663,5,9298,63
4,44694029858289,66,1691092851903,26746,89,9107,59
4,44794776126947,66,3497085100564,27166,9,9075,75
4,44895522395605,66,5277267867427,26579,21,9266,79
4,44996268664264,66,7031482709276,26663,5,9107,59
4,45097014932922,66,8759573494143,26746,89,9139,43
4,45197761201581,67,461386415203,26579,21,8948,39
4,45298507470239,67,2136770004464,26830,73,9521,51
4,45399253738898,67,3785575146248,26830,73,9203,11
4,45500000007556,67,540765509046,26998,41,9394,15
4,45600746276214,67,7002865465655,27836,81,9203,11
4,45701492544873,67,8571064291883,26998,41,9107,59
4,45802238813531,68,112111993327,26914,57,9012,7
4,4590298508219,68,1625871410727,26998,41,9234,95
4,46003731350848,68,3112207813586,26663,5,9298,63
4,46104477619507,68,4570988912163,26495,37,9203,11
4,46205223888165,68,6002084869247,27417,61,9171,27
4,46305970156823,68,7405368311711,27669,13,9203,11
4,46406716425482,68,8780714341851,26914,57,9139,43
4,4650746269414,69,128000548504,27082,25,8948,39
4,46608208962799,69,1447107017937,27333,77,9043,91
4,46708955231457,69,2737916344526,26998,41,9043,91
4,46809701500116,69,4000313641203,27166,9,9234,95
4,46910447768774,69,523418654968,26830,73,9012,7
4,47011194037432,69,6439425250455,27669,13,9139,43
4,47111940306091,69,7615922472576,27333,77,9139,43
4,47212686574749,69,8763573503201,26830,73,8948,39
4,47313432843408,69,9882276196907,27333,77,9107,59
4,47414179112066,70,971930984788,27166,9,9139,43
4,47514925380724,70,2032440883315,27082,25,9171,27
4,47615671649383,70,3063711502968,26914,57,9171,27
4,47716417918041,70,4065651056636,27752,97,9107,59
4,478171641867,70,5038170367789,27333,77,9171,27
4,47917910455358,70,5981182878411,27249,93,9330,47
4,48018656724017,70,6894604656708,27417,61,8980,23
4,48119402992675,70,7778354404578,27333,77,9043,91
4,48220149261333,70,8632353464842,27166,9,8916,55
4,48320895529992,70,9456525828252,27082,25,9107,59
4,4842164179865,71,25079814025,26746,89,9107,59
4,48522388067309,71,1015099707499,26830,73,9043,91
4,48623134335967,71,1749362504179,27166,9,9107,59
4,48723880604626,71,2453521178032,27249,93,8948,39
4,48824626873284,71,312751305619,27501,45,9107,59
4,48925373141942,71,3771278150744,26914,57,9043,91
4,49026119410601,71,4384759164088,26579,21,9012,7
4,49126865679259,71,4967901494017,26663,5,9012,7
4,49227611947918,71,5520653238589,27669,13,9043,91
4,49328358216576,71,6042965200739,27249,93,9107,59
4,49429104485235,71,6534790892665,27166,9,9075,75
4,49529850753893,71,6996086539961,27417,61,9171,27
4,49630597022551,71,7426811085513,27166,9,9043,91
4,4973134329121,71,7826926193156,26830,73,9012,7
4,49832089559868,71,8196396251083,26998,41,9139,43
4,49932835828527,71,8535188375017,27249,93,8884,71
4,50033582097185,71,8843272411137,27166,9,9075,75
4,50134328365844,71,9120620938761,27166,9,8884,71
4,50235074634502,71,9367209272787,26998,41,8948,39
4,5033582090316,71,9583015465892,26663,5,9107,59
4,50436567171819,71,9768020310481,26830,73,9075,75
4,50537313440477,71,9922207340402,26495,37,8884,71
4,50638059709136,72,45562832407,27249,93,8852,87
4,50738805977794,72,138075807375,27752,97,9043,91
4,50839552246453,72,199738031292,27166,9,9075,75
4,50940298515111,72,230544015978,26998,41,8916,55
4,51041044783769,72,23049101958,27082,25,9012,7
4,51141791052428,72,199579046815,26998,41,8821,3
4,51242537321086,72,13781084897,26914,57,9139,43
4,51343283589745,72,45191923655,26998,41,9139,43
4,51444029858403,71,9921730514316,26327,69,9075,75
4,51544776127062,71,97674376095,27417,61,8948,39
4,5164552239572,71,9582326941879,27166,9,9107,59
4,51746268664378,71,9366414987023,27417,61,8948,39
4,51847014933037,71,9119720961941,26998,41,9203,11
4,51947761201695,71,8842266823362,26998,41,9139,43
4,52048507470354,71,8534077265789,26998,41,9075,75
4,52149253739012,71,8195179719294,27417,61,8852,87
4,5225000000767,71,7825604347082,27417,61,8948,39
4,52350746276329,71,7425384042805,26663,5,8980,23
4,52451492544987,71,699455442763,27166,9,8948,39
4,52552238813646,71,6533153847076,26830,73,8948,39
4,52652985082304,71,6041223367595,26746,89,8948,39
4,52753731350963,71,5518806772919,26663,5,8916,55
4,52854477619621,71,4965950560165,27249,93,8725,51
4,52955223888279,71,4382703935694,26830,73,8884,71
4,53055970156938,71,3769118810732,26663,5,8789,19
4,53156716425596,71,3125249796749,26830,73,9012,7
4,53257462694255,71,2451154200601,27501,45,8852,87
4,53358208962913,71,1746892019428,26746,89,9075,75
4,53458955231572,71,1012525935312,27166,9,8980,23
4,5355970150023,71,248121309701,26830,73,9043,91
4,53660447768888,70,9453746177591,27501,45,8916,55
4,53761194037547,70,8629471241468,27920,65,9043,91
4,53861940306205,70,777536986502,26830,73,8980,23
4,53962686574864,70,6891518066603,26495,37,8980,23
4,54063432843522,70,5977994512475,27082,25,8852,87
4,54164179112181,70,5034880509801,26830,73,8821,3
4,54264925380839,70,4062259999406,26914,57,8916,55
4,54365671649497,70,3060219548313,27082,25,8821,3
4,54466417918156,70,2028848342033,26998,41,8884,71
4,54567164186814,70,968238176628,26998,41,8757,35
4,54667910455473,69,9878483450544,26579,21,8661,83
4,54768656724131,69,8759681156204,27249,93,8916,55
4,5486940299279,69,7611930871381,26746,89,9043,91
4,54970149261448,69,6435334750327,26663,5,9012,7
4,55070895530106,69,5229997514692,26411,53,8948,39
4,55171641798765,69,3996026444193,26830,73,8852,87
4,55272388067423,69,2733531367073,27669,13,8980,23
4,55373134336082,69,1442624650321,27249,93,9043,91
4,5547388060474,69,123421189673,27166,9,8948,39
4,55574626873399,68,8776038399387,27166,9,8852,87
4,55675373142057,68,7400596201789,27836,81,8821,3
4,55776119410715,68,5997217016605,26998,41,8852,87
4,55876865679374,68,4566025750058,27166,9,9043,91
4,55977611948032,68,3107149783759,27166,9,9107,59
4,56078358216691,68,1620718963362,26914,57,8916,55
4,56179104485349,68,106865587013,26998,41,8852,87
4,56279850754007,67,856572439357,27333,77,8725,51
4,56380597022666,67,6997432550615,26663,5,9075,75
4,56481343291324,67,5402129642244,26830,73,9043,91
4,56582089559983,67,3779957656641,26579,21,8948,39
4,56682835828641,67,2131060973446,27249,93,9203,11
4,567835820973,67,455586350899,27920,65,8948,39
4,56884328365958,66,8753682912782,26914,57,8948,39
4,56985074634616,66,7025502135142,26998,41,8948,39
4,57085820903275,66,5271197832815,26830,73,8916,55
4,57186567171933,66,3490926145732,26998,41,9203,11
4,57287313440592,66,168484552502,27249,93,8852,87
4,5738805970925,65,9853116718905,27752,97,8821,3
4,57488805977909,65,7995902758399,27166,9,9012,7
4,57589552246567,65,6113368942795,26998,41,8821,3
4,57690298515225,65,4205682824949,27669,13,8821,3
4,57791044783884,65,2273014196373,27166,9,8916,55
4,57891791052542,65,315535072118,26998,41,8980,23
4,57992537321201,64,8333419675467,26998,41,9234,95
4,58093283589859,64,6326844422425,26830,73,8916,55
4,58194029858518,64,4295987906023,26998,41,8693,67
4,58294776127176,64,2241030880418,27417,61,8980,23
4,58395522395834,64,162156244805,26914,57,8916,55
4,58496268664493,63,8059549027142,26663,5,8948,39
4,58597014933151,63,5933396367678,27249,93,8948,39
4,5869776120181,63,3783887502297,27249,93,8884,71
4,58798507470468,63,161121374568,27082,25,8948,39
4,58899253739127,62,941556847427,27417,61,8725,51
4,59000000007785,62,7197147109068,26998,41,8948,39
4,59100746276443,62,4956147098232,26914,57,8821,3
4,59201492545102,62,2692767899512,26914,57,8980,23
4,5930223881376,62,40721096249,26998,41,8884,71
4,59402985082419,61,8099679710655,26830,73,8852,87
4,59503731351077,61,5770379523295,27333,77,9107,59
4,59604477619736,61,3419517717218,27166,9,8948,39
4,59705223888394,61,1047303528301,26663,5,8789,19
4,59805970157052,60,8653948092865,27501,45,8916,55
4,59906716425711,60,6239664428887,27585,29,8821,3
4,60007462694369,60,3804667417036,27166,9,8821,3
4,60108208963028,60,1349173781549,26830,73,8821,3
4,60208955231686,59,8873402070945,26663,5,8948,39
4,60309701500344,59,637757263857,26914,57,8916,55
4,60410447769003,59,3861907622984,26830,73,8821,3
4,60511194037661,59,1326630928193,26830,73,8884,71
4,6061194030632,58,8771968203719,26663,5,8693,67
4,60712686574978,58,6198146824515,26830,73,8661,83
4,60813432843637,58,360539587073,26746,89,8821,3
4,60914179112295,58,99394610732,26914,57,8789,19
4,61014925380954,57,8364029963505,27082,25,9043,91
4,61115671649612,57,5715881512088,27249,93,9012,7
4,6121641791827,57,3049736448617,26830,73,8980,23
4,61317164186929,57,365832070409,27417,61,8884,71
4,61417910455587,56,7664407255431,28004,49,8725,51
4,61518656724246,56,4945702441033,27752,97,8916,55
4,61619402992904,56,2209959602557,27166,9,8821,3
4,61720149261562,55,9457422231793,26914,57,8884,71
4,61820895530221,55,6688335315311,26914,57,8852,87
4,61921641798879,55,3902945312654,26914,57,8884,71
4,62022388067538,55,1101500134406,27082,25,8884,71
4,62123134336196,54,828424912012,26830,73,8884,71
4,62223880604855,54,5451443016134,27082,25,8821,3
4,62324626873513,54,2603333953248,26914,57,8884,71
4,62425373142171,53,9740175424285,27836,81,9012,7
4,6252611941083,53,686222226153,26998,41,8821,3
4,62626865679488,53,3969730614047,27501,45,8980,23
4,62727611948147,53,1062957924883,26998,41,8757,35
4,62828358216805,52,8142162908153,26914,57,8948,39
4,62929104485464,52,5207605526013,27082,25,8916,55
4,63029850754122,52,2259546965526,27417,61,8980,23
4,6313059702278,51,9298249615409,27249,93,8884,71
4,63231343291439,51,6323977042686,27333,77,8948,39
4,63332089560097,51,3336993969223,27333,77,8789,19
4,63432835828756,51,337566248175,26830,73,8916,55
4,63533582097414,50,7325960840314,27417,61,8916,55
4,63634328366073,50,4302445790277,27333,77,9075,75
4,63735074634731,50,1267290202705,27082,25,8948,39
4,63835820903389,49,8220764218293,27249,93,8948,39
4,63936567172048,49,5163138989743,27585,29,8948,39
4,64037313440706,49,2094686657636,27166,9,8566,31
4,64138059709365,48,9015680326206,26914,57,9043,91
4,64238805978023,48,5926394039034,26914,57,9203,11
4,64339552246681,48,2827102754658,26243,85,8948,39
4,6444029851534,47,9718082322099,26914,57,8884,71
4,64541044783998,47,6599609456311,27669,13,8852,87
4,64641791052657,47,3471961713551,26746,89,8884,71
4,64742537321315,47,335417466676,26998,41,8948,39
4,64843283589974,46,7190255880367,27166,9,8821,3
4,64944029858632,46,4036756886279,26746,89,8884,71
4,6504477612729,46,875201158133,26830,73,8725,51
4,65145522395949,45,7705870086729,26998,41,9234,95
4,65246268664607,45,4529045754903,26914,57,8884,71
4,65347014933266,45,1345010912419,26411,53,8916,55
4,65447761201924,44,8154048950807,27669,13,9012,7
4,65548507470583,44,4956443878136,27249,93,8821,3
4,65649253739241,44,1752480293738,27333,77,8884,71
4,65750000007899,43,8542443362878,27082,25,9107,59
4,65850746276558,43,5326618791373,27166,9,8948,39
4,65951492545216,43,2105292800161,26914,57,8884,71
4,66052238813875,42,8878752099829,27333,77,8821,3
4,66152985082533,42,5647283865091,27669,13,8821,3
4,66253731351192,42,2411175709237,26830,73,8884,71
4,6635447761985,41,917071565852,26830,73,8534,47
4,66455223888508,41,5926192126535,26998,41,8916,55
4,66555970157167,41,2677893888539,27166,9,8789,19
4,66656716425825,40,9426110055755,27166,9,9075,75
4,66757462694484,40,6171130049636,27082,25,8948,39
4,66858208963142,40,2913243576107,27249,93,8948,39
4,66958955231801,39,965274059978,26495,37,9012,7
4,67059701500459,39,6389911318147,27166,9,8884,71
4,67160447769117,39,312504613575,27166,9,8884,71
4,67261194037776,38,9858435638332,26998,41,9012,7
4,67361940306434,38,6590370566978,26998,41,9298,63
4,67462686575093,38,3321141792236,26998,41,9139,43
4,67563432843751,38,51040288227,26830,73,9107,59
4,6766417911241,37,6780357106748,27333,77,8852,87
4,67764925381068,37,3509383351369,27249,93,8980,23
4,67865671649726,37,238410151521,27501,45,8916,55
4,67966417918385,36,6967728636586,27082,25,9043,91
4,68067164187043,36,3697629909984,26914,57,8916,55
4,68167910455702,36,428405023268,26830,73,8884,71
4,6826865672436,35,716034495021,26663,5,9043,91
4,68369402993019,35,3893740560916,26830,73,9075,75
4,68470149261677,35,628882595924,26579,21,8852,87
4,68570895530335,34,7366061640337,27249,93,8948,39
4,68671641798994,34,4105568097955,26998,41,8852,87
4,68772388067652,34,847692165431,26914,57,8916,55
4,68873134336311,33,7592723806438,26746,89,8916,55
4,68973880604969,33,4340952725864,26830,73,9234,95
4,69074626873627,33,1092668344029,26914,57,8948,39
4,69175373142286,32,784815977092,26663,5,9107,59
4,69276119410944,32,4607715780466,27333,77,9075,75
4,69376865679603,32,1371624784828,27669,13,8884,71
4,69477611948261,31,8140174808737,26998,41,9012,7
4,6957835821692,31,4913653463854,27249,93,9139,43
4,69679104485578,31,1692347923171,27501,45,8948,39
4,69779850754236,30,8476544895456,27417,61,9075,75
4,69880597022895,30,5266530599729,27249,93,8852,87
4,69981343291553,30,2062590739793,26663,5,8980,23
4,70082089560212,29,88650104788,27333,77,8725,51
4,7018283582887,29,5674074413873,26663,5,8948,39
4,70283582097529,29,249006655078,27082,25,8884,71
4,70384328366187,28,9313270278645,27166,9,8884,71
4,70485074634845,28,6143968344738,27249,93,9107,59
4,70585820903504,28,29824428293,27082,25,9139,43
4,70686567172162,27,9828975120443,26998,41,9012,7
4,70787313440821,27,6683845889101,26998,41,8948,39
4,70888059709479,27,3547335064052,27249,93,9107,59
4,70988805978138,27,419721807002,27585,29,9075,75
4,71089552246796,26,7301284487738,26830,73,8980,23
4,71190298515454,26,4192300659354,27082,25,9075,75
4,71291044784113,26,1093047033544,27249,93,9203,11
4,71391791052771,25,8003799455979,26998,41,9043,91
4,7149253732143,25,4924832881752,26746,89,9107,59
4,71593283590088,25,1856421350904,26411,53,9075,75
4,71694029858747,24,8798837964038,26998,41,8980,23
4,71794776127405,24,5752354858011,27166,9,9075,75
4,71895522396063,24,271724318171,26998,41,9012,7
4,71996268664722,23,9693773071922,26663,5,8948,39
4,7209701493338,23,6682213629285,26663,5,9171,27
4,72197761202039,23,3682832894345,26830,73,9298,63
4,72298507470697,23,695897823696,26663,5,8884,71
4,72399253739356,22,7721674266217,26411,53,9107,59
4,72500000008014,22,4760426939415,26663,5,9012,7
4,72600746276672,22,1812419405857,27417,61,9107,59
4,72701492545331,21,8877914049722,26998,41,9171,27
4,72802238813989,21,5957172053441,27166,9,8948,39
4,72902985082648,21,3050453374452,26998,41,9298,63
4,73003731351306,21,158016722062,26998,41,9171,27
4,73104477619964,20,7280119534423,26830,73,9139,43
4,73205223888623,20,4417017955617,27249,93,9203,11
4,73305970157281,20,1568966812861,26830,73,9139,43
4,7340671642594,19,8736219593824,26830,73,9075,75
4,73507462694598,19,5919028424062,26914,57,9139,43
4,73608208963257,19,3117644044588,27166,9,8948,39
4,73708955231915,19,332315789545,27669,13,9043,91
4,73809701500573,18,756329156402,26663,5,9266,79
4,73910447769232,18,4810817821975,26411,53,9107,59
4,7401119403789,18,2075139544318,26830,73,9012,7
4,74111940306549,17,9356500217094,27249,93,9012,7
4,74212686575207,17,6655141809814,27166,9,9043,91
4,74313432843866,17,3971304753921,26663,5,9266,79
4,74414179112524,17,1305227921387,26746,89,9203,11
4,74514925381182,16,8657148603456,26495,37,9171,27
4,74615671649841,16,6027302489524,26495,37,9171,27
4,74716417918499,16,3415923646161,27585,29,9075,75
4,74817164187158,16,823244496276,27082,25,9171,27
4,74917910455816,15,8249495798432,27082,25,9107,59
4,75018656724475,15,569490662631,27501,45,9171,27
4,75119402993133,15,3159704348316,27333,77,9107,59
4,75220149261791,15,644114607351,26830,73,8980,23
4,7532089553045,14,8148361300717,26579,21,9234,95
4,75421641799108,14,5672666560203,26746,89,9330,47
4,75522388067767,14,3217250732301,26663,5,9234,95
4,75623134336425,14,782332358606,26914,57,9107,59
4,75723880605084,13,8368128156357,27585,29,9139,43
4,75824626873742,13,597485299915,27082,25,8980,23
4,759253731424,13,3602719897815,26830,73,9425,99
4,76026119411059,13,1251939981458,26830,73,9107,59
4,76126865679717,12,8922722478667,26663,5,9012,7
4,76227611948376,12,6615274698892,28172,17,9012,7
4,76328358217034,12,4329802013989,26914,57,9139,43
4,76429104485693,12,2066507839949,26830,73,9012,7
4,76529850754351,11,9825593618789,26663,5,9234,95
4,76630597023009,11,760725880062,27082,25,9043,91
4,76731343291668,11,5411700825899,27249,93,9075,75
4,76832089560326,11,3239115107856,27249,93,9107,59
4,76932835828985,11,1089695015099,27249,93,9266,79
4,77033582097643,10,8963631854407,26914,57,9394,15
4,77134328366301,10,6861114853701,26663,5,9203,11
4,7723507463496,10,4782331145198,27166,9,9203,11
4,77335820903618,10,2727465748762,28004,49,9171,27
4,77436567172277,10,696701555435,26914,57,9394,15
4,77537313440935,9,86902193111565,27082,25,9298,63
4,77638059709594,9,67081976006784,26998,41,9203,11
4,77738805978252,9,47508128316677,27752,97,9362,31
4,77839552246911,9,28182392190095,26914,57,9203,11
4,77940298515569,9,9106487692987,26914,57,9139,43
4,78041044784227,8,90282112655316,26495,37,9171,27
4,78141791052886,8,71710942519921,26746,89,9298,63
4,78242537321544,8,53394630193438,26914,57,9171,27
4,78343283590203,8,35334805899156,26830,73,9171,27
4,78444029858861,8,17533077031929,27082,25,9139,43
4,78544776127519,7,99991028015114,26830,73,9266,79
4,78645522396178,7,82710220159532,26830,73,9457,83
4,78746268664836,7,65692191524537,27082,25,9362,31
4,78847014933495,7,48938456781104,27082,25,9171,27
4,78947761202153,7,32450507077023,27417,61,9298,63
4,79048507470812,7,16229809904161,26830,73,9330,47
4,7914925373947,7,277808967885,26746,89,9234,95
4,79250000008128,6,84595924058543,27082,25,9362,31
4,79350746276787,6,69185550925098,26663,5,9298,63
4,79451492545445,6,54048061150917,27333,77,9330,47
4,79552238814104,6,39184802031662,27166,9,9298,63
4,79652985082762,6,24597096455414,27249,93,9203,11
4,79753731351421,6,10286242784908,26914,57,9139,43
4,79854477620079,5,96253514741979,26663,5,9330,47
4,79955223888737,5,82500161294199,26327,69,9298,63
4,80055970157396,5,69027406543698,26830,73,9457,83
4,80156716426054,5,55836449618239,26746,89,9457,83
4,80257462694713,5,42928464564476,26663,5,9330,47
4,80358208963371,5,30304600243466,26327,69,9330,47
4,8045895523203,5,17965980228396,26914,57,9521,51
4,80559701500688,5,5913702704613,27082,25,9394,15
4,80660447769346,4,94148840371859,26914,57,9457,83
4,80761194038005,4,82672440348801,26998,41,9457,83
4,80861940306663,4,7148552407984,27166,9,9266,79
4,80962686575322,4,60589087244182,27333,77,9457,83
4,8106343284398,4,49984099667237,27166,9,9489,67
4,81164179112638,4,39671505234295,26998,41,9425,99
4,81264925381297,4,29652221806512,26830,73,9521,51
4,81365671649955,4,19927141139224,26746,89,9553,35
4,81466417918614,4,10497128802561,27082,25,9394,15
4,81567164187272,4,1363024104432,26998,41,9171,27
4,81667910455931,3,92525640015807,26914,57,9457,83
4,81768656724589,3,83985763098368,26914,57,9648,87
4,81869402993248,3,75744153434485,26411,53,9553,35
4,81970149261906,3,67801544559592,26411,53,9489,67
4,82070895530564,3,60158643396879,27333,77,9457,83
4,82171641799223,3,52816130194382,27417,61,9362,31
4,82272388067881,3,45774658464436,27249,93,9425,99
4,8237313433654,3,39034854925506,27249,93,9553,35
4,82473880605198,3,32597319446416,26160,1,9553,35
4,82574626873856,3,26462624992949,26914,57,9585,19
4,82675373142515,3,20631317576859,26914,57,9585,19
4,82776119411173,3,15103916207263,26998,41,9585,19
4,82876865679832,3,9880912844459,27082,25,9553,35
4,8297761194849,3,4962772356132,27249,93,9585,19
4,83078358217149,3,349932475984,26746,89,9266,79
4,83179104485807,2,96042803764768,26998,41,9362,31
4,83279850754465,2,92041769573749,26830,73,9744,39
4,83380597023124,2,88347186010589,26830,73,9808,7
4,83481343291782,2,84959381907644,26495,37,9521,51
4,83582089560441,2,81878658792704,26830,73,9935,43
4,83682835829099,2,79105290862151,27249,93,9489,67
4,83783582097758,2,76639524956554,26411,53,9648,87
4,83884328366416,2,74481580538703,27166,9,9648,87
4,83985074635074,2,72631649674076,26160,1,9521,51
4,84085820903733,2,7108989701374,26411,53,9712,55
4,84186567172391,2,69856459779698,26663,5,9744,39
4,8428731344105,2,68931447752679,26495,37,9680,71
4,84388059709708,2,68314943262365,26327,69,9648,87
4,84488805978367,2,6800700118006,26495,37,9553,35
4,84589552247025,2,68007648913812,26579,21,9744,39
4,84690298515683,2,68316886405972,26914,57,9680,71
4,84791044784342,2,68934686133193,27166,9,9648,87
4,84891791053,2,6986099310889,26746,89,9839,91
4,84992537321659,2,71095724888127,26746,89,9871,75
4,85093283590317,2,72638771574955,26579,21,9871,75
4,85194029858975,2,74489995832196,27082,25,9648,87
4,85294776127634,2,76649232893666,27333,77,9680,71
4,85395522396292,2,79116290578839,26411,53,9839,91
4,85496268664951,2,8189094930995,26830,73,9712,55
4,85597014933609,2,84972962131545,26579,21,9839,91
4,85697761202268,2,8836205473245,26579,21,9903,59
4,85798507470926,2,92057925470198,26495,37,9776,23
4,85899253739584,2,96060245397865,26243,85,9680,71
4,86000000008243,3,368658293357,26327,69,9903,59
4,86100746276901,3,498278069111,26579,21,9903,59
4,8620149254556,3,9902201916222,26579,21,9903,59
4,86302238814218,3,15126484121,26327,69,9744,39
4,86402985082877,3,20655162323938,26327,69,9744,39
4,86503731351535,3,26487744451094,26914,57,9999,11
4,86604477620193,3,32623711379898,25908,49,9967,27
4,86705223888852,3,3906251698534,25740,81,9935,43
4,8680597015751,3,4580358818859,26495,37,9871,75
4,86906716426169,3,52846325007997,26160,1,9871,75
4,87007462694827,3,601901006125,25573,13,10062,79
4,87108208963486,3,67834261377404,26327,69,9967,27
4,87208955232144,3,75778126942563,26830,73,9999,11
4,87309701500802,3,84020990272936,26495,37,9999,11
4,87410447769461,3,92562117721511,26411,53,9999,11
4,87511194038119,4,1400749094613,26327,69,9935,43
4,87611940306778,4,10536097719548,26076,17,9808,7
4,87712686575436,4,1996735051463,25908,49,9935,43
4,87813432844095,4,29693668061548,25740,81,9935,43
4,87914179112753,4,39714184680081,25489,29,9999,11
4,88014925381411,4,50028008505135,25656,97,10030,95
4,8811567165007,4,60634221566135,25656,97,10317,51
4,88216417918728,4,71531879868718,25824,65,10317,51
4,88317164187387,4,82720013478756,25405,45,10094,63
4,88417910456045,4,94197626608697,25992,33,10221,99
4,88518656724704,5,596369770617,25992,33,9999,11
4,88619402993362,5,18017179544921,25824,65,9967,27
4,8872014926202,5,30356999318019,25740,81,10126,47
4,88820895530679,5,42982058733337,25824,65,9871,75
4,88921641799337,5,55891234111317,25405,45,10062,79
4,89022388067996,5,69083376484958,25237,77,10062,79
4,89123134336654,5,82557311702099,25153,93,10094,63
4,89223880605313,5,96311840529909,25740,81,10158,31
4,89324626873971,6,10345738761646,25992,33,10126,47
4,89425373142629,6,24657757325585,25824,65,10221,99
4,89526119411288,6,39246622396212,25573,13,10572,23
4,89626865679946,6,54111035507592,25321,61,10126,47
4,89727611948605,6,69249673668935,25740,81,10094,63
4,89828358217263,6,84661189482367,26076,17,10158,31
4,89929104485921,7,344211262819,24902,41,10317,51
4,9002985075458,7,16297343160142,25237,77,10413,3
4,90130597023238,7,32519165283327,25405,45,10349,35
4,90231343291897,7,49008233826882,25237,77,10317,51
4,90332089560555,7,6576308119936,25321,61,10126,47
4,90432835829214,7,82782216153942,25405,45,10253,83
4,90533582097872,8,64123921188,25153,93,10221,99
4,9063432836653,8,17607266343844,25405,45,10317,51
4,90735074635189,8,35410082013776,25405,45,10285,67
4,90835820903847,8,53470986410893,25237,77,10540,39
4,90936567172506,8,7178837204421,25321,61,10508,55
4,91037313441164,8,90360608594909,24986,25,10094,63
4,91138059709823,9,918604306144,24902,41,10317,51
4,91238805978481,9,28262999906669,25237,77,10381,19
